date,division,district,city_area,market,market_bn,commodity,commodity_bn,variety,variety_bn,unit,unit_bn,price_min,price_max,price_mid,currency,source,source_url,confidence,lat,lon
2026-06-04,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.87,61.69,60.78,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,127.47,131.35,129.41,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,122.19,125.91,124.05,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,57.12,58.86,57.99,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.22,61.02,60.12,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Potato,আলু,,,kg,কেজি,32.18,33.16,32.67,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,214.89,221.43,218.16,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,170.22,175.4,172.81,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,155.38,160.12,157.75,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Beef,গরুর মাংস,,,kg,কেজি,704.25,725.69,714.97,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,133.91,137.99,135.95,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,156.29,161.05,158.67,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,125.74,129.56,127.65,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,116.14,119.68,117.91,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,57.82,59.58,58.7,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.32,61.12,60.22,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Potato,আলু,,,kg,কেজি,33.44,34.46,33.95,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,220.22,226.92,223.57,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,170.02,175.2,172.61,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,159.96,164.84,162.4,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Beef,গরুর মাংস,,,kg,কেজি,699.76,721.08,710.42,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,140.83,145.11,142.97,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,155.78,160.52,158.15,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,125.94,129.78,127.86,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,123.04,126.78,124.91,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Jatrabari Bazar,যাত্রাবাড়ী বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,56.75,58.47,57.61,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7104,90.435
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,64.04,66.0,65.02,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Potato,আলু,,,kg,কেজি,36.23,37.33,36.78,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,228.57,235.53,232.05,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,175.48,180.82,178.15,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,163.07,168.03,165.55,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Beef,গরুর মাংস,,,kg,কেজি,736.87,759.31,748.09,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,144.71,149.11,146.91,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,166.64,171.72,169.18,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,138.56,142.78,140.67,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,125.39,129.21,127.3,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mirpur-1 Kitchen Market,মিরপুর-১ কাঁচাবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,59.54,61.36,60.45,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8067,90.3686
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,61.62,63.5,62.56,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Potato,আলু,,,kg,কেজি,34.05,35.09,34.57,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Green Chili,কাঁচা মরিচ,,,kg,কেজি,218.34,224.98,221.66,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Garlic-local,রসুন-দেশি,,,kg,কেজি,176.87,182.25,179.56,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,165.1,170.12,167.61,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Beef,গরুর মাংস,,,kg,কেজি,717.32,739.16,728.24,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,142.34,146.68,144.51,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,164.16,169.16,166.66,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Sugar,চিনি,Local,দেশি,kg,কেজি,134.53,138.63,136.58,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,123.13,126.89,125.01,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Mohammadpur Krishi Market,মোহাম্মদপুর কৃষি মার্কেট,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,60.61,62.45,61.53,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.765,90.3588
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,62.21,64.11,63.16,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Potato,আলু,,,kg,কেজি,36.09,37.19,36.64,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,232.69,239.77,236.23,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,185.07,190.71,187.89,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,168.31,173.43,170.87,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Beef,গরুর মাংস,,,kg,কেজি,739.89,762.43,751.16,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,143.6,147.98,145.79,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,167.57,172.67,170.12,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,134.49,138.59,136.54,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,128.37,132.27,130.32,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Uttara Sector 6 Market,উত্তরা সেক্টর ৬ বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,59.95,61.77,60.86,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.8759,90.3795
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,62.91,64.83,63.87,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Potato,আলু,,,kg,কেজি,34.53,35.59,35.06,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,219.67,226.37,223.02,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,175.23,180.57,177.9,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,164.75,169.77,167.26,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Beef,গরুর মাংস,,,kg,কেজি,742.7,765.32,754.01,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,143.3,147.66,145.48,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,161.43,166.35,163.89,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,133.97,138.05,136.01,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,127.87,131.77,129.82,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,New Market Kitchen Market,নিউ মার্কেট কাঁচাবাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,60.14,61.98,61.06,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7332,90.3841
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,62.16,64.06,63.11,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Potato,আলু,,,kg,কেজি,33.53,34.55,34.04,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,226.19,233.07,229.63,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,178.03,183.45,180.74,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,162.23,167.17,164.7,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Beef,গরুর মাংস,,,kg,কেজি,726.84,748.98,737.91,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,141.53,145.85,143.69,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,164.19,169.19,166.69,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,128.61,132.53,130.57,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,123.51,127.27,125.39,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-05,Dhaka,Dhaka,Dhaka Metropolitan,Rampura Bazar,রামপুরা বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,58.99,60.79,59.89,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7636,90.4218
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.86,61.68,60.77,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Potato,আলু,,,kg,কেজি,34.51,35.57,35.04,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,221.83,228.59,225.21,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,170.13,175.31,172.72,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,162.51,167.45,164.98,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Beef,গরুর মাংস,,,kg,কেজি,719.94,741.86,730.9,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Egg,ডিম,Farm red,ফার্ম লাল,dozen,ডজন,140.35,144.63,142.49,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Soybean,সয়াবিন তেল,Loose,খোলা,litre,লিটার,161.02,165.92,163.47,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Sugar,চিনি,Local,দেশি,kg,কেজি,127.74,131.64,129.69,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Masur Dal,মসুর ডাল,Medium,মাঝারি,kg,কেজি,122.52,126.26,124.39,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Karwan Bazar,কারওয়ান বাজার,Ata (packet),আটা-প্যাকেট,,,kg,কেজি,58.13,59.91,59.02,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7516,90.3937
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Onion-local,পেঁয়াজ-দেশি,,,kg,কেজি,59.74,61.56,60.65,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Potato,আলু,,,kg,কেজি,32.65,33.65,33.15,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Green Chili,কাঁচা মরিচ,,,kg,কেজি,216.2,222.78,219.49,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Garlic-local,রসুন-দেশি,,,kg,কেজি,170.25,175.43,172.84,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Broiler Chicken,ব্রয়লার মুরগি,,,kg,কেজি,157.0,161.78,159.39,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
2026-06-06,Dhaka,Dhaka,Dhaka Metropolitan,Shyambazar,শ্যামবাজার,Beef,গরুর মাংস,,,kg,কেজি,712.89,734.61,723.75,BDT,demo template - replace with live market CSV/API,,demo only; not official; replace before publication,23.7115,90.4071
